"Type"	"PvA"	"Gene"	"n"	"n_dep"	"lrt_rate"	"n_PvA"	"type_lrt_rate"	"p.value"	"p.value.adj"	"Group"
"Breast"	"Adult"	"AMPD2 (271)"	33	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"AMPD2 (271)"	31	1	0.00174520069808028	1	0.00174520069808028	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"AMPD2 (271)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"AMPD2 (271)"	45	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"AMPD2 (271)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"AMPD2 (271)"	14	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"AMPD2 (271)"	25	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"AMPD2 (271)"	1	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"AMPD2 (271)"	8	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"AMPD2 (271)"	19	1	0.0121951219512195	1	0.0121951219512195	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"AMPD2 (271)"	8	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"AMPD2 (271)"	9	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"AMPD2 (271)"	10	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"AMPD2 (271)"	1	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"AMPD2 (271)"	20	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"AMPD2 (271)"	3	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"AMPD2 (271)"	5	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"AMPD2 (271)"	11	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"AMPD2 (271)"	25	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"AMPD2 (271)"	16	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"AMPD2 (271)"	33	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"AMPD2 (271)"	21	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"AMPD2 (271)"	22	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"AMPD2 (271)"	24	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"AMPD2 (271)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"AMPD2 (271)"	1	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"AMPD2 (271)"	7	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"AMPD2 (271)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"AMPD2 (271)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"AMPD2 (271)"	1	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"AMPD2 (271)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"AMPD2 (271)"	2	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"AMPD2 (271)"	5	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"AMPD2 (271)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"AMPD2 (271)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"AMPD2 (271)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"AMPD2 (271)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"AMPD2 (271)"	5	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"AMPD2 (271)"	4	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"NXT1 (29107)"	35	21	0.328097731239092	188	0.0366492146596859	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"NXT1 (29107)"	29	9	0.328097731239092	188	0.0157068062827225	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"NXT1 (29107)"	76	19	0.328097731239092	188	0.0331588132635253	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"NXT1 (29107)"	38	12	0.328097731239092	188	0.0209424083769633	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"NXT1 (29107)"	53	19	0.328097731239092	188	0.0331588132635253	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"NXT1 (29107)"	33	7	0.328097731239092	188	0.012216404886562	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"NXT1 (29107)"	31	15	0.328097731239092	188	0.0261780104712042	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"NXT1 (29107)"	2	1	0.328097731239092	188	0.00174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"NXT1 (29107)"	45	7	0.328097731239092	188	0.012216404886562	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"NXT1 (29107)"	2	0	0.328097731239092	188	0	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"NXT1 (29107)"	14	6	0.646341463414634	53	0.0731707317073171	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"NXT1 (29107)"	25	8	0.328097731239092	188	0.0139616055846422	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"NXT1 (29107)"	1	0	0.328097731239092	188	0	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"NXT1 (29107)"	8	6	0.646341463414634	53	0.0731707317073171	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"NXT1 (29107)"	19	15	0.646341463414634	53	0.182926829268293	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"NXT1 (29107)"	8	2	0.646341463414634	53	0.024390243902439	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"NXT1 (29107)"	9	3	0.328097731239092	188	0.00523560209424084	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"NXT1 (29107)"	10	9	0.646341463414634	53	0.109756097560976	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"NXT1 (29107)"	1	1	0.328097731239092	188	0.00174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"NXT1 (29107)"	20	5	0.328097731239092	188	0.0087260034904014	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"NXT1 (29107)"	3	1	0.328097731239092	188	0.00174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"NXT1 (29107)"	5	1	0.328097731239092	188	0.00174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"NXT1 (29107)"	11	10	0.646341463414634	53	0.121951219512195	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"NXT1 (29107)"	25	12	0.328097731239092	188	0.0209424083769633	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"NXT1 (29107)"	16	10	0.328097731239092	188	0.0174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"NXT1 (29107)"	33	7	0.328097731239092	188	0.012216404886562	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"NXT1 (29107)"	21	5	0.328097731239092	188	0.0087260034904014	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"NXT1 (29107)"	22	11	0.328097731239092	188	0.0191972076788831	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"NXT1 (29107)"	24	6	0.328097731239092	188	0.0104712041884817	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"NXT1 (29107)"	2	1	0.328097731239092	188	0.00174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"NXT1 (29107)"	1	0	0.328097731239092	188	0	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"NXT1 (29107)"	7	1	0.328097731239092	188	0.00174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"NXT1 (29107)"	1	0	0.646341463414634	53	0	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"NXT1 (29107)"	1	1	0.646341463414634	53	0.0121951219512195	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"NXT1 (29107)"	1	1	0.328097731239092	188	0.00174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"NXT1 (29107)"	1	0	0.646341463414634	53	0	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"NXT1 (29107)"	2	0	0.646341463414634	53	0	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"NXT1 (29107)"	5	2	0.646341463414634	53	0.024390243902439	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"NXT1 (29107)"	2	0	0.328097731239092	188	0	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"NXT1 (29107)"	1	1	0.646341463414634	53	0.0121951219512195	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"NXT1 (29107)"	1	1	0.646341463414634	53	0.0121951219512195	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"NXT1 (29107)"	2	2	0.328097731239092	188	0.00349040139616056	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"NXT1 (29107)"	5	1	0.328097731239092	188	0.00174520069808028	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"NXT1 (29107)"	4	2	0.328097731239092	188	0.00349040139616056	"0.000704740481202964"	"0.0112171193258138"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"HMX1 (3166)"	35	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"HMX1 (3166)"	29	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"HMX1 (3166)"	76	1	0.00174520069808028	1	0.00174520069808028	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"HMX1 (3166)"	38	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"HMX1 (3166)"	53	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"HMX1 (3166)"	33	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"HMX1 (3166)"	31	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"HMX1 (3166)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"HMX1 (3166)"	45	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"HMX1 (3166)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"HMX1 (3166)"	14	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"HMX1 (3166)"	25	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"HMX1 (3166)"	1	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"HMX1 (3166)"	8	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"HMX1 (3166)"	19	1	0.0121951219512195	1	0.0121951219512195	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"HMX1 (3166)"	8	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"HMX1 (3166)"	9	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"HMX1 (3166)"	10	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"HMX1 (3166)"	1	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"HMX1 (3166)"	20	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"HMX1 (3166)"	3	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"HMX1 (3166)"	5	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"HMX1 (3166)"	11	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"HMX1 (3166)"	25	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"HMX1 (3166)"	16	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"HMX1 (3166)"	33	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"HMX1 (3166)"	21	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"HMX1 (3166)"	22	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"HMX1 (3166)"	24	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"HMX1 (3166)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"HMX1 (3166)"	1	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"HMX1 (3166)"	7	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"HMX1 (3166)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"HMX1 (3166)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"HMX1 (3166)"	1	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"HMX1 (3166)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"HMX1 (3166)"	2	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"HMX1 (3166)"	5	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"HMX1 (3166)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"HMX1 (3166)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"HMX1 (3166)"	1	0	0.0121951219512195	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"HMX1 (3166)"	2	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"HMX1 (3166)"	5	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"HMX1 (3166)"	4	0	0.00174520069808028	1	0	"0.236872146118722"	"0.627224935012172"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"ACOX1 (51)"	35	3	0.0593368237347295	34	0.00523560209424084	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"ACOX1 (51)"	29	1	0.0593368237347295	34	0.00174520069808028	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"ACOX1 (51)"	76	11	0.0593368237347295	34	0.0191972076788831	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"ACOX1 (51)"	38	4	0.0593368237347295	34	0.00698080279232112	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"ACOX1 (51)"	53	1	0.0593368237347295	34	0.00174520069808028	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"ACOX1 (51)"	33	1	0.0593368237347295	34	0.00174520069808028	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"ACOX1 (51)"	31	5	0.0593368237347295	34	0.0087260034904014	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"ACOX1 (51)"	2	0	0.0593368237347295	34	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"ACOX1 (51)"	45	0	0.0593368237347295	34	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"ACOX1 (51)"	2	0	0.0593368237347295	34	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"ACOX1 (51)"	14	0	0	0	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"ACOX1 (51)"	25	2	0.0593368237347295	34	0.00349040139616056	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"ACOX1 (51)"	1	0	0.0593368237347295	34	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"ACOX1 (51)"	8	0	0	0	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"ACOX1 (51)"	19	0	0	0	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"ACOX1 (51)"	8	0	0	0	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"ACOX1 (51)"	9	0	0.0593368237347295	34	0	"0.0252333038565405"	"0.176295590228978"	"Fraction of
adult lines
dependent"
